link,num_link,obtention_date,province
https://www.idealista.com/venta-viviendas/balears-illes/ibiza/area-de-sant-antoni/,289,2020-06-08,
https://www.idealista.com/venta-viviendas/eivissa-balears-illes/,947,2020-06-08,
https://www.idealista.com/venta-viviendas/santa-eulalia-del-rio-balears-illes/,946,2020-06-08,
https://www.idealista.com/venta-viviendas/sant-josep-de-sa-talaia-balears-illes/,908,2020-06-08,
https://www.idealista.com/venta-viviendas/balears-illes/ibiza/area-de-sant-joan/,133,2020-06-08,
https://www.idealista.com/venta-viviendas/formentera-balears-illes/,117,2020-06-08,
